maneuver xVelocity yVelocity xAcceleration yAcceleration class distPred diffSpeedPred timeGapPred accPred classPred distFollo diffSpeedFollo timeGapFollo accFollo classFollo distPredAdj diffSpeedPredAdj timeGapPredAdj accPredAdj classPredAdj distFolloAdj diffSpeedFolloAdj timeGapFolloAdj accFolloAdj classFolloAdj
2 33.34 0.05 0.45 -0.01 1 32.55 -0.57 0.98 0.05 1 69.07 6.12 1.75 -0.66 1 62.54 -11.41 1.88 -0.02 0 -7.96 -11.3 -0.36 0.09 0
2 33.06 0.15 -0.02 -0.07 1 36.61 -0.91 1.11 -0.76 1 26.04 -0.66 0.8 0.03 1 -4.58 -9.73 -0.14 0.06 0 25.65 -10.2 1.12 0.16 1
2 32.37 -0.12 -0.12 -0.03 1 27.11 0.26 0.84 -0.6 1 51.13 -1.48 1.66 -0.15 1 11.13 -8.95 0.34 0.06 0 10.11 -9.25 0.44 0.14 1
2 37.57 0.11 -0.6 -0.05 1 47.79 -4.21 1.27 -0.23 1 110.97 1.74 2.82 0 1 61.88 -15.24 1.65 0.09 0 -8.02 -15.29 -0.36 0.02 0
2 30.27 -0.14 -0.36 -0.02 1 53.29 -1.41 1.76 -0.61 1 54.13 -0.07 1.79 -0.52 1 25.69 -7.09 0.85 -0.17 0 -4.23 -6.51 -0.18 0.05 1
2 28.89 -0.06 -0.26 -0.12 1 54.86 0.32 1.9 -0.39 1 34.59 -0.02 1.2 -0.37 1 38.16 -4.87 1.32 0.12 1 187.78 -3.99 7.54 -0.08 0
2 39.31 -0.31 -0.04 -0.08 1 102.24 -3.65 2.6 -0.34 1 235.57 -2.56 6.41 0.09 1 53.85 -17.01 1.37 0.06 0 171.24 -10.07 5.86 0.11 1
2 28.42 0.06 -0.01 -0.04 1 35.89 0.76 1.26 0.26 1 270.36 0.61 9.31 0 1 58.45 -4.89 2.06 -0.38 1 164.79 -3.61 6.64 0 0
2 37.57 -0.03 0.17 -0.09 1 242.73 1.31 6.46 -0.03 1 31.47 0.13 0.83 0.22 1 34.26 -7.86 0.91 0.11 1 -5.71 -5.08 -0.18 0.06 1
2 38.11 0.07 -0.21 -0.02 1 28.99 -0.26 0.76 0.09 1 26.93 0.48 0.7 0.24 1 -1.84 -6.11 -0.05 -0.52 1 298.92 -1.02 8.06 -0.81 1
2 38.59 -0.13 0.24 0.03 1 26.93 -0.48 0.7 -0.21 1 123.91 1.83 3.07 0.11 1 30.45 -6.59 0.79 -0.52 1 266.94 -1.5 7.2 -0.81 1
2 29.32 -0.01 0.1 0.01 1 268.61 -0.33 9.16 0.19 1 34.55 5.76 0.98 -1.97 1 13.63 -5.2 0.46 0.03 1 14.44 -5.2 0.6 -0.26 1
2 40.42 -0.07 0.11 -0.02 1 123.91 -1.83 3.07 0.24 1 35.35 -0.24 0.88 -0.29 1 159.41 -8.42 3.94 -0.52 1 137.07 -3.33 3.7 -0.81 1
2 39.86 -0.02 0.3 0.02 1 37.01 0.8 0.93 0.13 1 200.25 -8.61 6.41 0.1 1 180.45 -8.95 4.53 -0.39 1 105.42 -3.47 2.9 0.09 1
2 28.07 0.27 -1 -0.02 1 27.28 1.43 0.97 0.14 1 121.4 9.92 3.2 -0.57 1 25.18 -3.78 0.9 0.02 1 6.72 -5 0.29 0.01 1
2 34.56 0.07 -0.09 0.05 1 144.21 -2.58 4.17 -1.91 1 69.44 1.38 1.93 -0.14 1 208.51 -11.03 6.03 0.07 1 1.85 -3.99 0.06 -0.07 1
2 35.67 0.08 -0.02 0.06 1 66.25 -1.31 1.86 -0.06 1 84.77 1.02 2.31 -0.1 1 50.11 -5.26 1.4 -0.02 1 24.61 -1.06 0.71 -0.47 1
2 36.17 0.23 -0.17 -0.03 1 82.78 -0.41 2.29 0 1 101.09 2.67 2.6 0.08 1 48.41 -3.23 1.34 -0.64 1 80.64 -9.62 3.04 0.01 0
2 39.04 0 0.11 0 1 91.79 -2.57 2.35 0.09 1 131.66 2.34 3.18 -0.03 1 129.55 -7.99 3.32 -0.3 1 18.68 -12.56 0.71 -0.03 0
2 39.98 -0.12 -0.45 -0.02 1 122.69 -1.9 3.07 -0.39 1 40.45 -6.41 1.2 0.14 0 38.27 -13.87 0.96 -0.08 0 5.45 -6.35 0.16 0.48 1
2 37.7 -0.09 -0.34 0.03 1 239.98 0 6.37 0 1 155.93 -1.85 4.35 0.03 1 116.61 -5.8 3.09 -0.3 1 -3.86 -8.19 -0.13 0.39 1
2 45.94 0.05 0.01 -0.08 1 208.64 0 4.54 0 1 190.71 -4.48 4.6 0.24 1 103.34 -23.38 2.25 -0.02 0 13.49 -13.11 0.41 0.22 1
2 41.78 0.13 0.21 0.09 1 196.42 3.96 4.7 -0.28 1 48.51 -2.77 1.24 0.08 1 70.63 -12.65 1.69 0.06 1 20.94 -13.15 0.73 0.16 1
2 39.34 -0.07 0.19 0.03 1 55 2.76 1.4 0.11 1 11.86 -6.48 0.36 0.32 1 0.73 -10.42 0.02 0.15 1 82.81 -6.34 2.51 0.16 1
2 36.26 -0.07 0.11 0.04 1 198.93 0 5.49 0 1 68.28 -1.37 1.96 0.15 1 0.25 -12.61 0.01 -0.09 0 185.23 -11.79 7.57 -0.12 0
2 34.89 0.03 0.15 -0.07 1 68.28 1.37 1.96 0.11 1 64.24 -0.01 1.84 0.09 1 72.57 -11.24 2.08 -0.09 0 112.5 -10.42 4.6 -0.12 0
2 40.53 -0.05 -0.1 0.03 1 93.64 -6.71 2.31 0.3 1 39.17 -0.32 0.97 -0.06 1 22.33 -7.71 0.55 -0.32 1 65.98 -7.27 1.98 -0.04 1
2 39.69 0.08 -0.05 -0.06 1 39.36 -0.47 0.99 -0.38 1 164.44 -1.31 4.28 0.38 1 39.28 -7.87 0.99 -0.43 1 45.58 -6.26 1.36 -0.04 1
2 34.92 -0.04 0.08 0.03 1 64.28 0.03 1.84 0.11 1 70.43 -1.73 2.12 0.07 1 136.75 -11.31 3.92 -0.09 0 46.22 -10.49 1.89 -0.09 0
2 33.32 0.1 0.21 -0.08 1 72.37 1.65 2.17 0.04 1 21.77 -2.09 0.7 -0.06 1 -0.54 -8.95 -0.02 -0.04 0 14.07 -8.99 0.58 0.16 0
2 31.22 0.08 0.03 -0.08 1 23.11 2.24 0.74 0.28 1 18.42 -0.44 0.6 0.01 1 22 -6.87 0.7 -0.02 0 -8.17 -6.79 -0.33 0.13 0
2 30.74 0.13 -0.05 -0.09 1 19.33 0.78 0.63 0.38 1 27.63 0.06 0.9 -0.04 1 2.23 -6.28 0.07 -0.08 0 30.38 -6.85 1.27 0.09 0
2 38.81 -0.03 0.43 0.03 1 165.89 0.72 4.27 -0.27 1 35.54 0.19 0.91 0.12 1 108.65 -5.45 2.8 -0.08 1 34.3 -7.88 1.11 0.09 1
2 30.74 0.01 -0.18 -0.05 1 27.48 -0.01 0.89 0.02 1 30.77 0.52 0.98 -0.16 1 29.46 -6.34 0.96 -0.08 0 2.26 -6.79 0.09 0.07 0
2 30.01 -0.01 -0.55 0.01 1 28.7 -0.9 0.96 -0.62 1 31.51 2.1 0.98 -0.03 1 44.15 -5.56 1.47 0.02 0 -10.45 -6.03 -0.44 0.06 0
2 32.1 -0.02 -0.08 0 1 31.06 -2.2 0.97 -0.55 1 43.89 -0.08 1.37 -0.05 1 23.62 -8.1 0.74 0.06 0 68.85 -5.46 2.58 0.13 1
2 32.02 -0.07 -0.06 -0.17 1 43.9 0.08 1.37 -0.1 1 21.39 -0.22 0.67 0.29 1 71.31 -8.02 2.23 0.06 0 21.01 -5.37 0.79 0.13 1
2 32.04 -0.06 -0.03 -0.06 1 21.48 -0.18 0.67 -0.22 1 35.93 -2.2 1.2 0.56 1 87.85 -7.97 2.74 0.05 0 1.31 -5.24 0.05 0.08 1
2 30.41 0.08 0.64 -0.12 1 37.99 1.41 1.25 -0.44 1 20.73 -0.96 0.7 -0.04 1 27.35 -3.57 0.9 0.03 1 6.22 -2.07 0.22 -0.1 1
2 31.69 0.02 0.08 0.01 1 25.8 -0.46 0.81 -0.16 1 32.39 -1.05 1.06 0.19 1 -3.47 -3.38 -0.11 0.41 1 165.21 -2.9 5.74 -0.04 1
2 30.64 -0.03 0.19 0.03 1 32.39 1.05 1.06 0.08 1 25.48 0.01 0.83 0.09 1 33.77 -2.33 1.1 0.41 1 128.17 -1.85 4.45 -0.04 1
2 30.65 -0.05 0.09 -0.01 1 25.48 -0.01 0.83 0.19 1 30.58 1.24 0.96 -0.74 1 63.9 -2.34 2.08 0.41 1 98.45 -1.86 3.42 -0.04 1
2 31.89 -0.14 -0.74 -0.07 1 30.58 -1.24 0.96 0.09 1 53.13 0.97 1.62 0.04 1 98.72 -3.58 3.1 0.41 1 63.22 -3.1 2.2 -0.04 1
2 32.61 -0.06 -0.35 -0.02 1 50.54 -1.53 1.55 -0.27 1 57.02 -2.2 1.88 0.25 1 149.49 -4.07 4.58 -0.01 1 12 -3.88 0.42 -0.04 1
2 30.76 0.1 0.29 -0.02 1 59.38 1.4 1.93 -0.32 1 33.99 0.19 1.1 0.14 1 38.64 -2.09 1.26 -0.05 1 27.65 -3.6 1.02 0.07 1
2 31.14 0.13 0.05 0 1 34.02 0.17 1.09 0.33 1 27.71 0.95 0.86 -0.04 1 73.52 -2.57 2.36 -0.05 1 -4.73 -3.84 -0.17 0.02 1
2 32.36 -0.16 0.19 -0.04 1 25.56 -1.02 0.79 0.17 1 25.44 -1.04 0.81 -0.02 1 16.49 -5.4 0.51 -0.25 1 89.66 -3.23 3.08 0.09 1
2 31.32 0.05 -0.02 -0.08 1 25.44 1.04 0.81 0.19 1 26.64 -0.16 0.85 -0.11 1 46.38 -4.36 1.48 -0.25 1 59.37 -2.19 2.04 0.09 1
2 31.03 0.11 -0.04 -0.05 1 27.02 0.33 0.87 0.03 1 77.14 5.11 2.13 0.03 1 71.09 -4.14 2.29 0.23 1 30.86 -1.65 1.05 0.26 1
2 36.05 -0.07 -0.13 -0.02 1 64 -4.73 1.78 0.29 1 61.34 -0.77 1.74 -0.02 1 25.52 -5.87 0.71 0.11 1 89.41 -1.42 2.58 -0.04 1
2 35.28 -0.1 -0.02 -0.09 1 61.34 0.77 1.74 -0.13 1 16.41 -0.87 0.48 0.22 1 91.61 -5.1 2.6 0.11 1 23.72 -0.65 0.68 -0.04 1
2 34.56 -0.07 0.19 -0.07 1 16.85 0.72 0.49 0.02 1 27.22 -0.95 0.81 -0.11 1 109.43 -4.38 3.17 -0.14 1 3.08 0.05 0.09 -0.04 1
2 32.7 0.17 -0.52 0.07 1 31.13 2.19 0.95 -0.02 1 36.56 1.45 1.07 -0.63 1 23.68 1.53 0.72 -0.27 1 82.09 -0.08 2.52 -0.07 1
2 37.77 0.05 -0.47 -0.04 1 96.13 2.64 2.55 0.01 1 34.59 0.53 0.9 -0.15 1 50.45 -5.89 1.34 0.36 1 -5.21 -7.56 -0.17 -0.09 0
2 37.69 -0.06 -0.3 0.02 1 31.78 -1.67 0.84 -0.59 1 24.15 1.68 0.61 0.06 1 13.17 -7.5 0.35 0.01 0 141.12 -2.36 3.99 0.06 1
2 39.22 -0.22 -0.27 -0.02 1 21.45 -2.08 0.55 -0.46 1 166.59 -4.57 4.81 -0.16 1 28.61 -8.99 0.73 0.03 0 117.94 -3.78 3.33 0.04 1
2 38.5 0.06 0.82 0.02 1 201.73 -1.14 5.24 -0.93 1 90.04 -4.86 2.68 0.07 1 16.42 -4.83 0.43 -0.33 1 40.68 -14.19 1.67 -0.06 0
2 33.66 -0.04 0.15 0.01 1 72.66 -6.42 2.16 0.05 1 86.26 -0.81 2.63 0.2 1 65.05 -10.61 1.93 0.05 0 76.1 -4.24 2.59 0.09 1
2 33.5 0.15 0.35 -0.02 1 87.88 0.26 2.62 -0.06 1 43.08 -0.33 1.3 0.37 1 -2.78 -3.83 -0.08 0.12 1 58.93 -9.28 2.43 0.1 0
2 32.16 0.05 -0.09 -0.05 1 65.03 1.26 2.02 -0.34 1 42.43 -0.26 1.33 -0.03 1 2.87 -7.86 0.09 -0.01 0 127.42 -7.96 5.27 0.02 0
2 33.32 -0.03 0.33 -0.01 1 43.22 0.32 1.3 0.35 1 32.66 -0.79 1 0.48 1 43.91 -3.6 1.32 0.13 1 15.28 -9.06 0.63 0.11 0
2 31.9 -0.18 -0.03 0.05 1 42.43 0.26 1.33 -0.09 1 32.83 0.41 1.02 -0.26 1 49.54 -7.6 1.55 -0.01 0 80.54 -7.7 3.33 0.02 0
2 33.54 0.11 0.6 0.04 1 33.9 0.14 1.01 0.1 1 26.82 0.33 0.79 0.3 1 75.74 -3.63 2.26 -0.01 1 -7.38 -9.13 -0.3 0.05 0
2 34.81 0.15 0.28 -0.05 1 26.35 -0.27 0.76 0.03 1 60.01 0.17 1.72 0.49 1 92.1 -5.51 2.65 -0.28 1 -7.34 -10.17 -0.3 0.07 0
2 32.31 0.05 -0.26 -0.06 1 32.83 -0.41 1.02 -0.03 1 43.3 1.62 1.28 -0.26 1 86.82 -8.01 2.69 -0.01 0 42.76 -8.11 1.77 0.02 0
2 33.71 0.1 -0.28 0.06 1 41.84 -1.63 1.24 -0.25 1 32.17 1.05 0.93 -0.18 1 126.98 -9.42 3.77 -0.01 0 3.47 -9.48 0.14 0.02 0
2 35.02 0.09 0.48 0.01 1 60 -0.19 1.71 0.28 1 60.44 -3.08 1.89 0.39 1 56.19 -10.37 1.6 0.07 0 54.32 -13.93 2.58 0.23 0
2 33.69 0.07 -0.69 -0.08 1 29.83 -0.51 0.89 -0.18 1 64.51 2.44 1.79 -0.14 1 138.97 -9.39 4.12 -0.01 0 -8.24 -9.52 -0.34 -0.04 0
2 32.18 0.09 0.49 0.07 1 62.16 3.08 1.93 0.37 1 19.01 0.85 0.58 0.13 1 116.98 -7.5 3.64 0.05 0 -4.66 -10.95 -0.22 0.25 0
2 33.41 0 0.33 -0.07 1 18.46 -0.36 0.55 0.56 1 49.15 -6.71 1.84 0.48 1 127.83 -8.71 3.83 -0.02 0 -10.7 -11.86 -0.5 0.14 0
2 35.47 0 -0.41 0.02 1 56.55 -3.1 1.59 -0.2 1 105.42 -2.43 3.19 -0.17 1 28.87 -11.38 0.81 -0.04 0 41.62 -12.06 1.78 -0.04 0
2 29.46 -0.07 0.91 0.02 1 71.45 5.06 2.43 0.39 1 95.7 2.91 2.96 0.07 1 19.66 -7.52 0.67 0.08 0 24.37 -8.17 1.14 -0.03 0
2 32.77 -0.02 -0.07 -0.04 1 110.57 1.5 3.37 -0.54 1 76.07 -0.6 2.36 -0.01 1 28.88 -9.47 0.88 -0.01 0 16.79 -9.15 0.71 -0.07 0
2 33.32 -0.08 0.27 -0.04 1 92.48 0.98 2.78 0.06 1 78.73 -3.82 2.67 0.06 1 54.44 -11.07 1.63 0.03 0 -6.08 -11.47 -0.28 0.09 0
2 32.15 0.01 -0.05 -0.07 1 76.96 0.56 2.39 -0.04 1 38.58 -0.17 1.21 0.03 1 36.53 -8.57 1.14 -0.03 0 7.25 -9.1 0.31 -0.03 0
2 32.03 0.07 0.08 -0.06 1 38.91 0.07 1.21 -0.06 1 22.46 0.05 0.7 -0.23 1 15.05 -9 0.47 -0.03 0 5.18 -8.76 0.22 0.13 1
2 31.57 -0.05 -0.17 -0.01 1 23.49 0.72 0.74 0.12 1 75.21 1.14 2.3 -0.01 1 20.35 -8.85 0.64 -0.15 0 -1.32 -7.97 -0.06 0.01 1
2 34.41 0.12 -0.09 -0.01 1 65.1 -4.8 1.89 0.05 1 99.89 6.6 2.44 0 1 131.82 -12.44 3.83 0.05 0 48.81 -4.9 1.65 0.25 1
2 32.95 -0.07 -0.11 0 1 68.69 -1.23 2.08 0.22 1 67.76 1.41 1.97 -0.54 1 26.76 -10.1 0.81 -0.19 1 138.16 -7.95 5.53 0.01 0
2 34.36 -0.07 -0.54 0.02 1 67.76 -1.41 1.97 -0.11 1 43.6 1.48 1.22 -0.64 1 98.76 -11.51 2.87 -0.19 1 63.43 -9.36 2.54 0.01 0
2 39.68 0.02 0.04 -0.09 1 67.99 -6.47 1.71 -0.24 1 202.9 0 5.11 0 1 146.4 -17.62 3.69 -0.01 0 -4.61 -9.24 -0.15 0.22 1
2 35.43 0.13 -0.84 0.01 1 42.66 -1.35 1.2 -0.43 1 48.58 0.72 1.34 -0.54 1 142.03 -12.67 4.01 -0.12 1 21.15 -10.42 0.85 0.03 0
2 34.93 0.02 -0.73 0.05 1 17.54 -1.44 0.5 -0.71 1 31.39 0.31 0.89 -0.5 1 0.39 -9.91 0.01 -0.01 0 83.9 -10.73 3.47 -0.1 1
2 35.24 -0.09 -0.5 -0.02 1 31.39 -0.31 0.89 -0.73 1 33.75 0.89 0.93 -0.35 1 37.04 -10.22 1.05 -0.01 0 48.06 -11.04 1.99 -0.1 1
2 34.37 0.01 -0.14 0.07 1 30.87 -0.22 0.9 -0.33 1 184.67 -3.01 5.89 0.06 1 25.59 -9.41 0.74 -0.03 0 65.14 -11.06 2.79 -0.22 1
2 31.42 0.05 -0.1 0.06 1 193.45 2 6.16 -0.39 1 64.79 3.6 1.85 -0.47 1 85.58 -8.88 2.72 -0.23 1 94.79 -7.09 3.9 -0.09 0
2 38.13 0.04 0.52 0.01 1 26.71 2.31 0.7 0.36 1 42.08 0.47 1.09 0.3 1 42.99 -3.07 1.13 0.18 1 -2.55 -5.47 -0.08 0.25 1
2 33.15 -0.07 -0.46 0.07 1 50.16 -2.41 1.51 -0.12 1 197.77 6.38 5 0.01 1 95.2 -10.98 2.87 0.21 1 73.47 -8.72 3.01 0.05 0
2 39.52 -0.11 0.03 0.06 1 164.84 -7.54 4.17 -0.05 1 120.86 -2.61 3.27 0.09 1 46.57 -15.37 1.18 -0.03 0 169.85 -14.22 6.71 0.05 0
2 36.91 0.02 0.09 -0.01 1 120.86 2.61 3.27 0.03 1 48.12 -2.09 1.38 0.1 1 171.67 -12.76 4.65 -0.03 0 44.64 -11.61 1.76 0.05 0
2 34.9 0.02 -0.01 0.04 1 50.57 2.16 1.45 0.18 1 44.84 -0.5 1.3 -0.34 1 210.72 -10.76 6.04 -0.01 0 3.72 -9.54 0.15 0.02 0
2 33.91 -0.08 0.28 -0.02 1 49.78 1.37 1.47 0.21 1 86.74 2.3 2.4 0.05 1 216.39 -9.99 6.38 0 0 -7.38 -8.54 -0.29 -0.02 0
2 35.32 0.06 -0.37 0.04 1 81.68 -0.02 2.31 0.13 1 113.13 0.13 3.19 -0.04 1 40.06 -10.16 1.13 -0.01 0 187.58 -10.84 7.66 0.02 0
2 35.45 0 -0.04 0.06 1 113.13 -0.13 3.19 -0.37 1 28.85 0.8 0.8 0.18 1 157.23 -10.29 4.44 -0.01 0 69.9 -10.97 2.86 0.02 0
2 36.25 -0.01 0.18 -0.07 1 28.85 -0.8 0.8 -0.04 1 30.43 -0.54 0.85 0.07 1 190.63 -11.09 5.26 -0.01 0 36.7 -11.77 1.5 0.02 0
2 35.72 0.08 -0.08 -0.06 1 30.58 0.62 0.86 0.16 1 34.56 -5.39 1.14 0.33 1 219.81 -10.57 6.15 -0.02 0 7.84 -11.23 0.32 0.03 0
2 42.52 0.12 0.28 0.09 1 273.89 0.39 6.44 -0.06 1 114.69 -5.59 3.11 0.13 1 112.76 -9.12 2.65 0.04 1 -2 -14.37 -0.07 -0.11 1
2 34.31 0.01 0.45 0.04 1 80.15 1.06 2.34 0.06 1 193.82 4.01 5.06 -0.27 1 13.97 -3.07 0.41 -0.73 1 1.75 -9.86 0.07 -0.09 0
2 37.21 0.13 0.01 -0.08 1 140.81 6.59 3.78 0.21 1 33.23 -0.85 0.91 0.24 1 72.48 -8.87 1.95 0.42 1 -5.05 -4.53 -0.15 0.09 1
2 38.61 -0.15 0.03 0.11 1 32.31 -0.66 0.84 0.22 1 327.62 -7.95 10.69 0.23 1 6.39 -6.19 0.17 -0.33 1 269.26 -9.17 9.15 0.03 1
2 37.6 0.16 -0.15 0.05 1 185.2 -2.09 4.93 0.44 1 29.35 -6.64 0.95 0.35 1 136.14 -13.41 3.62 -0.04 0 -10.45 -12.95 -0.42 -0.04 0
2 40.66 0.07 -0.72 0.08 1 69.86 -9.19 1.72 0.06 1 37.7 1.73 0.89 -0.56 1 79.7 -16.12 1.96 -0.01 0 89.65 -9.77 2.9 0.03 1
2 36.72 0.06 -1.25 -0.03 1 27.3 -1.14 0.74 -1.57 1 326.94 -3.39 9.81 -0.19 1 13.85 -12.46 0.38 -0.03 0 111.95 -6.32 3.68 -0.03 1
2 33.19 0.07 1.1 0.05 1 18.41 -1.79 0.55 0.02 1 50.59 -2.21 1.63 0.29 1 -10.48 -10.87 -0.32 0.07 0 56.21 -11.22 2.56 0.06 0
2 31.24 -0.19 0.39 0.1 1 52.47 2.87 1.68 1.32 1 31.05 -0.51 1.01 0.27 1 38.4 -8.87 1.23 0.06 0 8.94 -9.21 0.41 0.07 0
2 31.56 0.17 0.4 0.06 1 32.68 0.71 1.04 0.51 1 23.12 -0.71 0.75 0.53 1 53.65 -9.02 1.7 0.06 0 -6.33 -9.38 -0.29 0.07 0
2 33.14 -0.22 0.26 -0.01 1 29.92 2.11 0.9 0.58 1 237.84 8.21 5.75 0.13 1 22.37 -10.39 0.68 0.01 0 26.54 -10.48 1.17 0.02 0
2 34.3 -0.06 0.07 0.02 1 246.73 6.77 7.19 0.37 1 85.48 6.89 2.08 0.16 1 123.31 -11.61 3.6 0.16 0 73.49 -12.07 3.31 0.02 0
2 40.85 -0.04 0.33 -0.09 1 355.97 0 8.71 0 1 41.33 -2.24 1.07 0.4 1 15.06 -6.12 0.37 -0.1 1 -1.2 -11.47 -0.04 -0.07 1
2 41.49 0.2 -0.25 0 1 63.62 -6.82 1.53 0.13 1 127.26 -9.05 3.92 0.13 1 154.98 -18.56 3.74 0.03 0 42.86 -19.09 1.91 0.06 0
2 39.34 -0.13 0.19 -0.03 1 46.13 1.74 1.17 0.3 1 86.02 -1.81 2.29 -0.23 1 15.31 -9.97 0.39 0.03 1 51.71 -12.28 1.91 -0.05 1
2 36.45 0.01 -0.16 0.01 1 102.58 3.74 2.81 0.16 1 211.41 4.87 5.12 0.1 1 62.72 -7.15 1.72 -0.08 1 18.45 -9.23 0.68 0.07 1
2 35.47 -0.03 -0.18 -0.05 1 37.77 -3.42 1.06 -0.06 1 123.11 9.75 2.72 0.54 1 57.6 -12.81 1.62 0 0 0.41 -13.21 0.02 0.05 0
2 46.18 -0.12 0.51 0.02 1 106.03 -10.98 2.3 -0.09 1 73.68 -6.91 1.88 -0.06 1 67.01 -23.87 1.45 0.04 0 38.52 -8.25 1.02 0.08 1
2 41.45 0.06 -0.14 0.12 1 198.41 -5.09 4.79 0.08 1 100.28 -4.59 2.72 -0.13 1 52.97 -11.08 1.28 -0.25 1 15.1 -17.12 0.62 -0.03 0
2 37.75 -0.16 -0.4 0.06 1 23.5 -0.41 0.62 -0.08 1 216.7 -1.91 6.05 0.34 1 39.03 -15.25 1.03 0.01 0 245.53 -14.97 10.78 0.02 0
2 36.45 -0.05 -0.37 -0.04 1 26.97 -1.67 0.74 -0.04 1 73.1 4.57 1.78 -0.19 1 46.66 -12.18 1.28 -0.02 0 75.66 -1.62 2.17 -0.14 1
2 40.84 0.04 -0.29 0.06 1 69.26 -4.75 1.7 -0.47 1 31.21 0.25 0.76 -0.55 1 110.44 -16.59 2.7 -0.02 0 3.47 -6.15 0.1 -0.23 1
2 38.99 0.08 -0.46 0.02 1 30.97 0.08 0.79 -0.05 1 111.88 -0.61 2.92 0.17 1 71.96 -14.75 1.85 -0.03 0 -4.55 -5.28 -0.13 -0.14 1
2 38.32 -0.01 -0.22 0 1 111.53 -0.6 2.91 -0.21 1 177.19 -8.38 5.92 -0.32 1 97.62 -5.26 2.55 -0.26 1 96.4 -14.19 4 -0.02 0
2 35.6 0.01 0.33 -0.03 1 45.83 0.55 1.29 0.04 1 34.28 -0.85 0.99 0.52 1 287.81 -13.05 8.08 0.06 0 -4.57 -12.76 -0.2 0.04 0
2 35.95 -0.05 0.72 0.01 1 35.72 0.27 0.99 0.35 1 23.75 -0.67 0.67 0.31 1 9.53 -13.03 0.27 0.06 0 28.79 -13.58 1.29 0.99 0
2 35.72 -0.1 0.34 0.1 1 25.09 1.25 0.7 0.7 1 82.51 -0.66 2.35 0.11 1 20.65 -12.71 0.58 0.06 0 18.36 -12.72 0.8 0.08 0
2 35.14 0.13 -0.08 0.05 1 85.67 1.51 2.44 0.19 1 92.59 1.98 2.49 0.36 1 14.1 -12.02 0.4 0.08 0 4.63 -12.21 0.2 -0.04 1
2 29.68 -0.06 -0.13 -0.07 1 186.95 8.31 6.3 -0.37 1 19.29 -0.03 0.65 -0.08 1 10.8 -6.08 0.36 0.01 0 25.07 -5.53 1.04 0.01 1
2 29.5 -0.03 -0.06 -0.01 1 19.37 0.15 0.66 0.03 1 58.81 1.52 1.9 0.13 1 23.47 -5.87 0.8 -0.04 0 11.24 -5.46 0.47 -0.15 1
2 38.17 -0.13 -0.09 -0.05 1 77.8 -2.64 2.04 0.35 1 198.45 -3.4 5.71 -0.09 1 2.44 -14.72 0.06 0.57 1 68.59 -15.94 3.09 0.05 0
2 30.71 0.02 -0.28 0.02 1 54.74 -0.8 1.78 0.39 1 54.67 -0.34 1.8 -0.18 1 20.36 -6.99 0.66 -0.11 1 84.58 -6.79 3.54 -0.07 1
2 30.14 -0.08 -0.04 0.07 1 55.1 0.23 1.83 -0.16 1 64.38 -0.61 2.18 0.99 1 69.96 -6.55 2.32 -0.07 1 34.77 -6.26 1.46 0.01 1
2 30.47 -0.02 0.15 0.03 1 64.03 -0.17 2.1 0.13 1 35.23 -0.4 1.17 0.06 1 11.8 -6.44 0.39 0.11 1 64.25 -2.94 2.33 -0.15 1
2 34.52 0.01 -0.05 0 1 211.77 4.58 6.13 0.45 1 26.35 0.49 0.75 -0.13 1 15.56 -11.89 0.45 -0.19 0 101.21 -11.67 4.43 0.26 0
2 30.07 -0.01 0.06 -0.03 1 35.23 0.4 1.17 0.15 1 19.25 0.59 0.63 0.14 1 49.96 -6.04 1.66 0.11 1 24.88 -2.54 0.9 -0.15 1
2 35.01 -0.11 -0.13 0 1 26.35 -0.49 0.75 -0.05 1 34.3 0.72 0.96 -0.03 1 45.85 -12.38 1.31 -0.19 0 69.81 -12.16 3.06 0.26 0
2 30.75 -0.12 0.05 0.01 1 18.66 -0.66 0.61 -0.01 1 24.59 0.92 0.78 -0.08 1 67.9 -6.64 2.21 0.1 1 3.36 -3.34 0.12 -0.17 1
2 35.68 0.02 -0.22 -0.01 1 33.92 -0.75 0.95 -0.23 1 60.71 -1.19 1.76 0.28 1 79.35 -13.13 2.22 -0.17 0 36.77 -12.71 1.6 0.25 0
2 30.95 0.03 -0.35 0.03 1 22.47 -0.57 0.73 -0.39 1 96.52 2.25 2.91 0.12 1 3.67 -3.93 0.12 0.01 1 98.63 -3.4 3.58 0.04 1
2 34.84 -0.01 0.12 -0.04 1 61.92 0.22 1.78 -0.47 1 24.34 -3.09 0.77 0.56 1 125.6 -12.44 3.61 0 0 -10.61 -11.64 -0.46 0.06 0
2 33.3 0.04 0.25 0.14 1 31.59 1.79 0.95 0.11 1 104.39 3.46 2.84 0.2 1 123.08 -10.47 3.7 0.18 0 -10.32 -9.96 -0.44 0.04 0
2 31.71 -0.03 -0.2 0.03 1 82.32 -2.64 2.6 0.37 1 148.95 0.19 4.67 -0.05 1 76.9 -5.41 2.43 -0.09 1 22.12 -4.37 0.81 -0.07 1
2 31.87 -0.08 -0.03 -0.06 1 148.77 -0.16 4.67 0.14 1 45.66 0.71 1.4 -0.01 1 12.05 -8.49 0.38 0.01 0 19.73 -8.89 0.86 -0.08 0
